source;title;published_at;currencies;News value;full_news_url;description
The Daily Hodl;Crypto Hedge Fund Veteran Mark Yusko Doubles Down on $100,000 Bitcoin Prediction – Here’s the Timeline;2022-11-17T08:04:35Z;BTC;0;https://cryptopanic.com/news/16920037/Crypto-Hedge-Fund-Veteran-Mark-Yusko-Doubles-Down-on-100000-Bitcoin-Prediction-Heres-the-Timeline;"<p>Morgan Creek Digital cryptocurrency hedge fund managing partner Mark Yusko is doubling down on a bullish prediction for Bitcoin (BTC) despite the recent market downturn. In a new interview with YouTuber Benjamin Cowen, Yusko says that Bitcoin will range for months before making a parabolic move to a six-figure price. “What’s going to happen here […]</p>
"
Bitcoinist;FTX Contagion: On-Chain Analysts Reveal What’s Going On At Gemini;2022-11-17T07:55:17Z;ETH,FTT;-1;https://cryptopanic.com/news/16919741/FTX-Contagion-On-Chain-Analysts-Reveal-Whats-Going-On-At-Gemini;<p>The contagion effects around the collapse of FTX still cannot be gauged. The close ties within the crypto industry have caused even a reputable exchange like Gemini to run into trouble with withdrawals. Genesis Global Capital, an institutional crypto lender, informed yesterday that it is “temporarily” suspending redemptions and new loan originations in its lending business. […]</p>
CoinTelegraph;Ether staking withdrawal schedule removal faces harsh criticism;2022-11-17T07:53:08Z;ETH;0;https://cryptopanic.com/news/16919742/Ether-staking-withdrawal-schedule-removal-faces-harsh-criticism;<p>Twitter users called out the removal of the ETH staking timeframe and with one describing staked ETH as a “non-redeemable” investment. </p>
The Open Network Twitter;"RT @iSafePal: We are excited to announce that @ton_blockchain will be integrated with @iSafePal in the near future🥳

Users of @iSafePal can…";2022-11-17T07:18:26Z;TON;1;https://cryptopanic.com/news/16922004/RT-iSafePal-We-are-excited-to-announce-that-ton_blockchain-will-be-integrated-with-iSafePal-in-the-near-future-Users-of-iSafePal-can;
BeInCrypto;Elon Musk Issues Hardline Ultimatum to Twitter Staff;2022-11-17T07:15:50Z;DOGE;0;https://cryptopanic.com/news/16919182/Elon-Musk-Issues-Hardline-Ultimatum-to-Twitter-Staff;"<p>Entrepreneur Elon Musk has been shaking the birds out of the tree at Twitter. His latest move has been seen as a veiled threat to staff.</p>
"
Finblox Twitter;"Download Finblox to swap MATIC and USDT today! Plus, earn passive yields on all swapped crypto —&gt;…";2022-11-17T07:00:00Z;FBX,MATIC;0;https://cryptopanic.com/news/16918373/Download-Finblox-to-swap-MATIC-and-USDT-today-Plus-earn-passive-yields-on-all-swapped-crypto-gt;
Feed - Cryptopotato.Com;El Salvador to Start Buying 1 Bitcoin Per Day, Says Bukele;2022-11-17T06:50:10Z;BTC;1;https://cryptopanic.com/news/16917890/El-Salvador-to-Start-Buying-1-Bitcoin-Per-Day-Says-Bukele;<p>It seems the first nation to adopt BTC as a legal tender has not changed its vision.</p>
XList Twitter;"RT @GenxAnalytics: Take a Deeper Dive into the #XRPL Ecosystem

The $XRP network has a WIDE COMMUNITY of Builders working on #NFT, #DeFi…";2022-11-17T06:45:54Z;XLIST,XRP;0;https://cryptopanic.com/news/16922717/RT-GenxAnalytics-Take-a-Deeper-Dive-into-the-XRPL-Ecosystem-The-XRP-network-has-a-WIDE-COMMUNITY-of-Builders-working-on-NFT-DeFi;
Cryptonews;Bitcoin Price and Ethereum Prediction - Risk-off Triggers as Genesis Trading Halts Withdrawals;2022-11-17T06:44:00Z;BTC,ETH;-1;https://cryptopanic.com/news/16917880/Bitcoin-Price-and-Ethereum-Prediction-Risk-off-Triggers-as-Genesis-Trading-Halts-Withdrawals;"<p>Bitcoin is mostly unchanged on November 17, but it remains under pressure as Genesis Trading, a crypto financial services firm, has suspended withdrawals from its loan section, citing the ""extraordinary market instability"" caused by Sam Bankman's FTX collapse. Ethereum, the second-most valuable cryptocurrency, is also trading sideways, with a price range of $1,175 to $1,280....<br>
Read More:...</p></body></html>"
BeInCrypto;Ethereum Layer 2 Wars: StarkNet Launches STRK Token, zkSync Raises $200M;2022-11-17T06:30:30Z;ETH;1;https://cryptopanic.com/news/16917652/Ethereum-Layer-2-Wars-StarkNet-Launches-STRK-Token-zkSync-Raises-200M;<p>Ethereum layer 2 scaling solution creator StarkWare has deployed its STRK token on the Ethereum mainnet. Meanwhile, zkSync developer Matter Labs raised $200 million.</p>
Polygon Twitter;"RT @0xPolygonDevs: Raise your hand if you've been following the #Web3MadeinIndia Roadshow? ‍️

The builder energy has been incredible …";2022-11-17T05:41:48Z;MATIC;0;https://cryptopanic.com/news/16920826/RT-0xPolygonDevs-Raise-your-hand-if-youve-been-following-the-Web3MadeinIndia-Roadshow-The-builder-energy-has-been-incredible;
AMBCrypto;Dogecoin [DOGE] buyers can leverage this pattern’s break to their benefit;2022-11-17T05:30:27Z;DOGE;0;https://cryptopanic.com/news/16916264/Dogecoin-DOGE-buyers-can-leverage-this-patterns-break-to-their-benefit;Disclaimer: The findings of the following analysis are the sole opinions of the writer and should not be considered investment advice. While defending the $0.07 baseline, Dogecoin formed a bearish pattern on its daily chart. DOGE’s Social volumes declined but its funding rate unveiled some hope. Dogecoin’s [DOGE] reversal from the $0.07 support finally broke the streak […]
Live Bitcoin News;EOS Price Analysis: Risk of More Losses Below $0.8;2022-11-17T05:28:41Z;BTC,EOS;-1;https://cryptopanic.com/news/16916061/EOS-Price-Analysis-Risk-of-More-Losses-Below-08;<p>EOS price started a fresh decline below the $0.95 support against the US Dollar. The price is now trading below $0.95 and the 55 simple moving average (4-hours). There is a major bearish trend line forming with resistance near $0.905 the 4-hours chart of the EOS/USD pair (data feed from Coinbase). The pair could continue...</p>
NewsBTC;Ethereum Price Showing Early Signs of Fresh Drop, But This Support Is Key;2022-11-17T05:17:53Z;BTC,ETH;0;https://cryptopanic.com/news/16915983/Ethereum-Price-Showing-Early-Signs-of-Fresh-Drop-But-This-Support-Is-Key;<p>Ethereum failed to clear the $1,300 resistance zone against the US Dollar. ETH remains at a risk of more losses if there is a break below the $1,170 support zone. Ethereum is facing resistance near the $1,250 and $1,280 levels. The price is now trading below $1,240 and the 100 hourly simple moving average. There is a major bearish trend line forming with resistance near $1,245 on the hourly...</p></body></html>
NewsBTC;Bitcoin Price Trends Below $17,000, What’s Ahead For The Crypto King?;2022-11-17T05:01:08Z;BTC,XRP,FTT;0;https://cryptopanic.com/news/16915965/Bitcoin-Price-Trends-Below-17000-Whats-Ahead-For-The-Crypto-King;"<p>The Bitcoin and crypto market has been volatile for most of 2022. Judging from the prolonged bear market, most experts were optimistic that it was close to an exit point. However, recent trends in the crypto world and macro-financial activities have prolonged the downtrend. The feds&#8217; rate hike continues to affect crypto assets adversely. XRP&#8217;s case with the SEC also has hurt crypto holdings....</p></body></html>"
Polygon Twitter;"Builders Assemble ️

@CoinbaseWallet has just launched the Polygon Mumbai Faucet for you to get FREE testnet Matic…";2022-11-17T04:15:05Z;MATIC;1;https://cryptopanic.com/news/16920828/Builders-Assemble-CoinbaseWallet-has-just-launched-the-Polygon-Mumbai-Faucet-for-you-to-get-FREE-testnet-Matic;
NewsBTC;A Large Number of Bitcoin Retail Investors Incur Losses, BIS Study Reveals;2022-11-17T04:00:52Z;BTC;-1;https://cryptopanic.com/news/16915878/A-Large-Number-of-Bitcoin-Retail-Investors-Incur-Losses-BIS-Study-Reveals;<p>The BIS (Bank of International Settlements) is a Switzerland-based bank belonging to 63 national central financial institutions that recently revealed a new survey based on Bitcoin. Primarily, the BIS offers various banking services to several national central banks. Also, it creates a platform for regulatory policies and monetary discussions. The organization also delivers analysis based on...</p></body></html>
Bitcoin Magazine;The Crypto Contagion Intensifies With More Dominoes To Fall;2022-11-17T04:00:00Z;BTC,FTT;-1;https://cryptopanic.com/news/16915850/The-Crypto-Contagion-Intensifies-With-More-Dominoes-To-Fall;<p>A look into the next potential dominoes in the crypto native contagion, along with a comparison of the recent historic levels of withdrawals.</p>
Tokamak Network Twitter;Our initial offer for bonding(6Eth) is sold out in about 2 minutes after the contract was set! The bond market will…;2022-11-17T03:58:33Z;TON;0;https://cryptopanic.com/news/16922090/Our-initial-offer-for-bonding6Eth-is-sold-out-in-about-2-minutes-after-the-contract-was-set-The-bond-market-will;
Tokamak Network Twitter;If you want to know more about TOSv2 Phase 1, please find article on our medium!;2022-11-17T03:56:47Z;TON;0;https://cryptopanic.com/news/16922091/If-you-want-to-know-more-about-TOSv2-Phase-1-please-find-article-on-our-medium;
Tokamak Network Twitter;"The long-awaited “TOSV2 phase 1” is finally here to improve TOS and sTOS utilization!
Click below link to discover…";2022-11-17T03:55:06Z;TON;0;https://cryptopanic.com/news/16922092/The-long-awaited-TOSV2-phase-1-is-finally-here-to-improve-TOS-and-sTOS-utilization-Click-below-link-to-discover;
Binance Coin Twitter;#Binance adds 3 new trading pairs.;2022-11-17T03:48:27Z;BNB,ETHDOWN,ETHUP,BNB,BNB;1;https://cryptopanic.com/news/16916773/Binance-adds-3-new-trading-pairs;
Bitcoin.com;Berkshire’s Charlie Munger Likes the Fed, Hates Bitcoin Promoters, Calls Tesla’s Success a Miracle;2022-11-17T03:30:51Z;BTC;0;https://cryptopanic.com/news/16915814/Berkshires-Charlie-Munger-Likes-the-Fed-Hates-Bitcoin-Promoters-Calls-Teslas-Success-a-Miracle;Berkshire Hathaway Vice Chairman Charlie Munger, Warren Buffett’s right-hand man, has commented on the collapse of crypto exchange FTX, stating that “it is partly fraud and party delusion.” Noting that “the country did not need a currency that’s good for kidnappers,” he stressed: “I basically like the existence of the Fed … I hate bitcoin […]
AMBCrypto;Chiliz sees a hugely positive reaction from demand zone but can it continue its ascent;2022-11-17T03:30:50Z;CHZ;1;https://cryptopanic.com/news/16915813/Chiliz-sees-a-hugely-positive-reaction-from-demand-zone-but-can-it-continue-its-ascent;Disclaimer: The information presented does not constitute financial, investment, trading, or other types of advice and is solely the writer’s opinion The market structure could turn bullish if the daily trading session closes above $0.235 However, this might not be a signal for longer-term buyers to invest in CHZ yet Chiliz announced that FTX users […]
Live Bitcoin News;Litecoin (LTC) Price Analysis: Bulls Aim Fresh Increase Above $60;2022-11-17T03:28:54Z;BTC,LTC;-1;https://cryptopanic.com/news/16915791/Litecoin-LTC-Price-Analysis-Bulls-Aim-Fresh-Increase-Above-60;<p>Litecoin started a fresh decline from the $65 resistance zone against the US Dollar. LTC price is now trading below $60 and the 55 simple moving average (4-hours). There was a break above a key bearish trend line with resistance near $57 on the 4-hours chart of the LTC/USD pair (data feed from Coinbase). The...</p>
Quartz;Who else has been hurt in the FTX fallout?;2022-11-17T03:28:00Z;BTC;-1;https://cryptopanic.com/news/16924537/Who-else-has-been-hurt-in-the-FTX-fallout;<p>FTX, one of the world’s largest cryptocurrency exchanges, imploded last week.<br></p><p>Read more...</p>
NewsBTC;Bitcoin Price Resists But Breaking This Resistance Could Encourage Bulls;2022-11-17T02:39:08Z;BTC;0;https://cryptopanic.com/news/16915716/Bitcoin-Price-Resists-But-Breaking-This-Resistance-Could-Encourage-Bulls;"<div><p>Bitcoin price is struggling to clear the $17,000 resistance zone. BTC must stay above $16,000 to avoid more losses in the near term.</p>

Bitcoin is still consolidating above the $16,350 and $16,000 support levels.
The price is trading just above $16,500 and the 100 hourly simple moving average.
There is a major bearish trend line forming with resistance near $16,750 on the hourly chart of the...</div></html>"
Bitcoinist;FTX Contagion Spreads, Will ETHE And Grayscale Bitcoin Trust Share Same Fate As FTT?;2022-11-17T02:37:01Z;BTC,ETH,SOL,FTT;-1;https://cryptopanic.com/news/16915715/FTX-Contagion-Spreads-Will-ETHE-And-Grayscale-Bitcoin-Trust-Share-Same-Fate-As-FTT;<p>The sudden decline of FTX has created a devasting effect on the entire Bitcoin and crypto market. Panic shorting of digital assets is the order of the day, with Solana taking a massive hit as many investors dumped the coin. FTT, the native crypto asset of FTX, has lost almost all its investor value. Most […]</p>
nUSD (HotBit) Twitter;"RT @Hotbit_ETF: Top3 on #Hotbit leveraged #ETFs today.

🥇 $C98   1D5S     64.30%   
🥈 $CHZ   1D3L     48.03%
🥉 $PEOP…";2022-11-17T02:33:29Z;NUSD,CHZ;0;https://cryptopanic.com/news/16923006/RT-Hotbit_ETF-Top3-on-Hotbit-leveraged-ETFs-today-C98-1D5S-6430-CHZ-1D3L-4803-PEOP;
CEO of Metal;RT @cb_doge: This coffee shop owner in Melbourne lets you pay in Dogecoin. Yes, it started as a joke but it's no more a joke. Dogecoin is t…;2022-11-17T01:56:49Z;MTL,DOGE;1;https://cryptopanic.com/news/16915631/RT-cb_doge-This-coffee-shop-owner-in-Melbourne-lets-you-pay-in-Dogecoin-Yes-it-started-as-a-joke-but-its-no-more-a-joke-Dogecoin-is-t;
Forkast.News;Markets: Bitcoin, Ether fall as FTX implosion, job cuts in tech industry cloud outlook;2022-11-17T01:44:51Z;BTC,ETH;-1;https://cryptopanic.com/news/16915625/Markets-Bitcoin-Ether-fall-as-FTX-implosion-job-cuts-in-tech-industry-cloud-outlook;Bitcoin and Ether prices fell in Thursday morning trading in Asia along with all other top 10 tokens by market capitalization, excluding stablecoins.
Bitcoin.com;Robert Kiyosaki Says Bitcoin Isn’t the Problem — Calls Former FTX CEO the ‘Bernie Madoff of Crypto’;2022-11-17T00:30:19Z;BTC;0;https://cryptopanic.com/news/16915493/Robert-Kiyosaki-Says-Bitcoin-Isnt-the-Problem-Calls-Former-FTX-CEO-the-Bernie-Madoff-of-Crypto;The famous author of the best-selling book Rich Dad Poor Dad, Robert Kiyosaki, says bitcoin is not the problem following the collapse of cryptocurrency exchange FTX. Kiyosaki believes that former FTX CEO Sam Bankman-Fried is more like the Bernie Madoff of crypto than the Warren Buffett of crypto. Robert Kiyosaki on Bitcoin, FTX Blowup, Bernie […]
Bitcoin Twitter;There have been enough failures for the week.;2022-11-17T00:13:36Z;BTC,BCH,SOBTC;0;https://cryptopanic.com/news/16915443/There-have-been-enough-failures-for-the-week;
Bitcoin Twitter;"RT @WarrenDavidson: FTX leveraged its clients' money and lost millions. Self-custody is one solution to protect yourself. 
Anyone attacking…";2022-11-16T23:57:55Z;BTC,BCH,SOBTC;0;https://cryptopanic.com/news/16915377/RT-WarrenDavidson-FTX-leveraged-its-clients-money-and-lost-millions-Self-custody-is-one-solution-to-protect-yourself-Anyone-attacking;
Bitcoin Twitter;Who is coming in the night?;2022-11-16T23:53:16Z;BTC,BCH,SOBTC;0;https://cryptopanic.com/news/16915371/Who-is-coming-in-the-night;
AstroSpaces.io Twitter;"Daily social trending #crypto 

 $DOGE down -1.81% at $0.085827
 $LUNC down -2.51% at $0.00017928
 $CULT down -…";2022-11-16T23:45:02Z;SPACES,DOGE,LUNC;-1;https://cryptopanic.com/news/16916500/Daily-social-trending-crypto-DOGE-down-181-at-0085827-LUNC-down-251-at-000017928-CULT-down-;
The Daily Hodl;Analytics Firm Santiment Weighs In on Trust Wallet Token After TWT Exploded Nearly 145% in Just One Week;2022-11-16T23:05:33Z;TWT;0;https://cryptopanic.com/news/16915275/Analytics-Firm-Santiment-Weighs-In-on-Trust-Wallet-Token-After-TWT-Exploded-Nearly-145-in-Just-One-Week;<p>A leading analytics firm is keeping a close watch on Trust Wallet Token (TWT) after the mid-cap altcoin skyrocketed 143% within seven days. TWT is the native asset of Trust Wallet, a non-custodial app that allows users to have full control over their crypto assets. According to Santiment, TWT started getting a lot of attention last […]</p>
NewsBTC;Paolo Ardoino Talks FTX, Adoption And Self-Custody With NewsBTC;2022-11-16T23:03:07Z;BTC,USDT,FTT;0;https://cryptopanic.com/news/16924438/Paolo-Ardoino-Talks-FTX-Adoption-And-Self-Custody-With-NewsBTC;"<p>What happened here was not a mistake; it is not that they were hacked. They took several decisions to put at risk customer assets. The crypto industry saw dark days over the past week. FTX, the former second-largest exchange in the world, crumbled. The fallout continues to ripple across the industry, with FTX-backed companies filing for bankruptcy, users filing for lawsuits, and regulators...</p></body></html>
"
NewsBTC;Paolo Ardoino Talks FTX, Adoption And Self-Custody With NewsBTC;2022-11-16T23:03:07Z;BTC,USDT,FTT;0;https://cryptopanic.com/news/16915274/Paolo-Ardoino-Talks-FTX-Adoption-And-Self-Custody-With-NewsBTC;"<p>What happened here was not a mistake; it is not that they were hacked. They took several decisions to put at risk customer assets. The crypto industry saw dark days over the past week. FTX, the former second-largest exchange in the world, crumbled. The fallout continues to ripple across the industry, with FTX-backed companies filing for bankruptcy, users filing for lawsuits, and regulators...</p></body></html>
"
Binance Coin Twitter;Discover #Binance Feed on the latest version of the Binance app and stay up-to-date with all the latest crypto news…;2022-11-16T23:00:06Z;BNB,ETHDOWN,ETHUP,BNB,BNB;0;https://cryptopanic.com/news/16916774/Discover-Binance-Feed-on-the-latest-version-of-the-Binance-app-and-stay-up-to-date-with-all-the-latest-crypto-news;
NewsBTC;Bearish Signal: Bitcoin Miners Dump 7,700 BTC In One Week;2022-11-16T23:00:06Z;BTC,TRX,FLOW;-1;https://cryptopanic.com/news/16915250/Bearish-Signal-Bitcoin-Miners-Dump-7700-BTC-In-One-Week;"<p>Bitcoin miners are usually some of the longest holders of BTC but that is usually when the bull market is in full swing and they do not have to worry about cash flow. Currently, the cash flow on bitcoin miners has plummeted and as the price of the digital asset continues to trend low, bitcoin miners have been put in a tight spot. In response, the miners have taken to dumping their coins in...</p></body></html>
"
Bitcoinist;Elon Musk Names Dogecoin As One Of Three Cryptos With A Good Future;2022-11-16T23:00:03Z;BTC,ETH,DOGE,FTT;1;https://cryptopanic.com/news/16915271/Elon-Musk-Names-Dogecoin-As-One-Of-Three-Cryptos-With-A-Good-Future;<p>Dogecoin remains Elon Musk’s favorite cryptocurrency and the billionaire’s conviction in the meme coin looks to not have waned thus far. As the crypto winter rages on, speculations abound on what projects would be able to make it out and come out stronger. The obvious remains the largest cryptocurrencies in the market, but Tesla CEO […]</p>
Cryptonews;Tether Says It Had No Exposure to Genesis Global and Gemini Earn, Crypto Experts Are Doubtful;2022-11-16T23:00:00Z;USDT,FTT;0;https://cryptopanic.com/news/16923436/Tether-Says-It-Had-No-Exposure-to-Genesis-Global-and-Gemini-Earn-Crypto-Experts-Are-Doubtful;"<p>Tether, the issuer of the major stablecoin USDT, denied having exposure to either Genesis Global Capital or Gemini Earn. Some, however, wonder how it is possible for such a large company not to be affected by any of the massive events that shook the crypto space this year. <br>
The company said in an announcement that it was &#8220;operating business as usual,&#8221; claiming that,...<br>
Read More:...</p></body></html>"
Lucretius Twitter;"RT @GenxAnalytics: Take a Deeper Dive into the #XRPL Ecosystem

The $XRP network has a WIDE COMMUNITY of Builders working on #NFT, #DeFi…";2022-11-16T22:57:20Z;LUC,XRP;0;https://cryptopanic.com/news/16919598/RT-GenxAnalytics-Take-a-Deeper-Dive-into-the-XRPL-Ecosystem-The-XRP-network-has-a-WIDE-COMMUNITY-of-Builders-working-on-NFT-DeFi;
Bitcoin Twitter;RT @krakenfx: @Krakenfx's total exposure to other crypto businesses is ~$1m, which is simply the sum of OTC desk's balances at other venues…;2022-11-16T22:51:50Z;BTC,BCH,SOBTC;1;https://cryptopanic.com/news/16915232/RT-krakenfx-Krakenfxs-total-exposure-to-other-crypto-businesses-is-1m-which-is-simply-the-sum-of-OTC-desks-balances-at-other-venues;
Bitcoinist;Gemini Halts Withdrawals For Its EARN Program. Is The Giant Under Water?;2022-11-16T22:47:23Z;BTC,FTT;0;https://cryptopanic.com/news/16915227/Gemini-Halts-Withdrawals-For-Its-EARN-Program-Is-The-Giant-Under-Water;<p>Make no mistake, Gemini promises that “all customer funds held on the Gemini exchange are held 1:1 and available for withdrawal at any time.” And, apparently, they’re just temporally halting withdrawals in one of its services. However, in the fear-ridden climate we’re living in, is it worth the risk to keep funds in the exchange? […]</p>
Bitcoin Twitter;It is pretty amazing how fast all the funny business begins to evaporate and disappear when interest rates begin to…;2022-11-16T22:47:04Z;BTC,BCH,SOBTC;0;https://cryptopanic.com/news/16915224/It-is-pretty-amazing-how-fast-all-the-funny-business-begins-to-evaporate-and-disappear-when-interest-rates-begin-to;
Bitcoin Twitter;"RT @CaitlinLong_: #WallSt traders are ""used to trading in assets that have a lender of last resort. They're not used to trading in assets l…";2022-11-16T22:44:36Z;BTC,BCH,SOBTC;0;https://cryptopanic.com/news/16915206/RT-CaitlinLong_-WallSt-traders-are-used-to-trading-in-assets-that-have-a-lender-of-last-resort-Theyre-not-used-to-trading-in-assets-l;
Bitcoin Twitter;"RT @JasonYanowitz: If this is really the end for Genesis, this could be more impactful than FTX.

FTX hurt liquid funds and consumers. Gene…";2022-11-16T22:37:52Z;BTC,BCH,SOBTC;;https://cryptopanic.com/news/16915195/RT-JasonYanowitz-If-this-is-really-the-end-for-Genesis-this-could-be-more-impactful-than-FTX-FTX-hurt-liquid-funds-and-consumers-Gene;
The Block;Bitcoin mining stock report: Wednesday, November 16;2022-11-16T22:35:38Z;BTC;-1;https://cryptopanic.com/news/16915201/Bitcoin-mining-stock-report-Wednesday-November-16;<p>All but two bitcoin mining stocks tracked by The Block traded down on Wednesday. </p>
CHEEMS INU Twitter;"Cheems Meme Contest 

Topic of meme should be related to Trust wallet / CMC glitch about price. 

Winner gets $…";2022-11-16T22:16:16Z;$CINU,TWT;;https://cryptopanic.com/news/16917076/Cheems-Meme-Contest-Topic-of-meme-should-be-related-to-Trust-wallet-CMC-glitch-about-price-Winner-gets;
Bitcoin Magazine;FTX’s Collapse Reveals Deeper Questions About Bitcoin Adoption Versus Speculation;2022-11-16T22:01:00Z;BTC,FTT;0;https://cryptopanic.com/news/16915116/FTXs-Collapse-Reveals-Deeper-Questions-About-Bitcoin-Adoption-Versus-Speculation;<p>The exchange’s collapse will change the motivations for bitcoin adoption and re-orient educational routes.</p>
The Block;Crypto firms rush to allay Genesis contagion fears as stocks crater;2022-11-16T21:54:14Z;BTC,ETH,FTT;0;https://cryptopanic.com/news/16915085/Crypto-firms-rush-to-allay-Genesis-contagion-fears-as-stocks-crater;<p>Several crypto stocks traded down throughout the day on Wednesday, while crypto bank Silvergate bucked the trend.</p>
CoinTelegraph;Tether says it has no exposure to Genesis Global or Gemini Earn;2022-11-16T21:45:00Z;USDT;0;https://cryptopanic.com/news/16915053/Tether-says-it-has-no-exposure-to-Genesis-Global-or-Gemini-Earn;<p>The stablecoin operator said the reliability of its reserves is important to highlight “at a time like this.” Tether has historically had issues with transparency.</p>
Ethereum Twitter;RT @asn_d6: Horn is a new BLS signature aggregation system for Ethereum! The beacon chain can use it to enable up to a million validators t…;2022-11-16T21:41:22Z;ETH,BETH,SOETH,XCN;0;https://cryptopanic.com/news/16918151/RT-asn_d6-Horn-is-a-new-BLS-signature-aggregation-system-for-Ethereum-The-beacon-chain-can-use-it-to-enable-up-to-a-million-validators-t;
Bitcoin.com;Terra’s $2.8B Defense System — Luna Foundation Guard Audit Says Group Spent More Than 80,000 Bitcoin Defending UST Peg;2022-11-16T21:30:08Z;BTC,BNB;0;https://cryptopanic.com/news/16915020/Terras-28B-Defense-System-Luna-Foundation-Guard-Audit-Says-Group-Spent-More-Than-80000-Bitcoin-Defending-UST-Peg;Months after the collapse of Terra’s U.S. dollar-pegged token UST, the organization created to protect the once-stable coin, the Luna Foundation Guard (LFG), published an audit report audited by the New York-based consultancy company JS Held. According to the report, LFG claims to have spent 80,081 bitcoin and 49.8 million stablecoins, which add up to […]
AMBCrypto;NEAR Protocol toils in bearish conditions, but here’s why traders needn’t worry;2022-11-16T21:30:01Z;BTC,NEAR;-1;https://cryptopanic.com/news/16915017/NEAR-Protocol-toils-in-bearish-conditions-but-heres-why-traders-neednt-worry;Disclaimer: The findings of the following analysis are the sole opinions of the writer and should not be considered investment advice The higher timeframe market structure was strongly bearish The $2 level was both a technical and psychological resistance level Bitcoin bulls have fought valiantly to hold on to the $16.2k support level. Yet, the longer-term […]
Polygon Twitter;In the age of copypasta, the standard of free and open-source software is shifting. What does this mean for Zero Kn…;2022-11-16T21:06:01Z;MATIC;0;https://cryptopanic.com/news/16920829/In-the-age-of-copypasta-the-standard-of-free-and-open-source-software-is-shifting-What-does-this-mean-for-Zero-Kn;
Binance Coin Twitter;"Who's ready for the @Cristiano Ronaldo NFT collection on #Binance?

If you're new to Binance, you can sign up using…";2022-11-16T21:00:00Z;BNB,ETHDOWN,ETHUP,BNB,BNB;;https://cryptopanic.com/news/16916775/Whos-ready-for-the-Cristiano-Ronaldo-NFT-collection-on-Binance-If-youre-new-to-Binance-you-can-sign-up-using;
AMBCrypto;Bitcoin [BTC] short-traders ravage the market as whales intensify accumulation;2022-11-16T20:30:27Z;BTC;-1;https://cryptopanic.com/news/16914819/Bitcoin-BTC-short-traders-ravage-the-market-as-whales-intensify-accumulation;In spite of persistent price decline, Bitcoin whales continue to accumulate. However, on-chain data suggested that most might be accumulating to short the king coin Currently trading at a two-year low, Bitcoin [BTC] whales have ramped up the accumulation, on-chain data showed. Read Bitcoin’s [BTC] price prediction 2022-2023 According to CryptoQuant analyst Dan Lim, as BTC’s […]
CoinTelegraph;DeFi platforms see profits amid FTX collapse and CEX exodus;2022-11-16T20:23:31Z;BTC,ETH,FTT;1;https://cryptopanic.com/news/16914789/DeFi-platforms-see-profits-amid-FTX-collapse-and-CEX-exodus;<p>On-chain data flashed positive for DEXs and an increase in protocol revenue, even as markets corrected due to FTX’s insolvency.</p>
Feed - Cryptopotato.Com;Charlie Munger Bashes Bitcoin Again, Says It’s Good for Kidnappers;2022-11-16T20:02:21Z;BTC,FTT;0;https://cryptopanic.com/news/16914756/Charlie-Munger-Bashes-Bitcoin-Again-Says-Its-Good-for-Kidnappers;<p>Warren Buffett's right hand thinks there is too much fraud and delusion in the cryptocurrency space.</p>
NewsBTC;"Polygon Continues To Build Despite Market Turbulence; Here Are Levels To Watch";2022-11-16T20:00:36Z;ETH,MATIC,SHIB,KCS;1;https://cryptopanic.com/news/16914714/Polygon-Continues-To-Build-Despite-Market-Turbulence-Here-Are-Levels-To-Watch;"<p>MATIC&#8217;s price fails to hold amidst market turmoil as the price falls back to its key support zone with a range-bound movement. &#160;MATIC&#8217;s price continues to show strength after a bearish downtrend with the market&#8217;s current state, as things look uncertain for most traders and investors.&#160; MATIC&#8217;s price continues to hold $0.75 on the daily timeframes as the price aims for a bounce above the 50...</p></body></html>"
ZyCrypto;Ethereum’s Next Big Upgrade Slated For 2023 — Here’s why It’s Super Bullish For ETH;2022-11-16T20:00:22Z;ETH;1;https://cryptopanic.com/news/16914720/Ethereums-Next-Big-Upgrade-Slated-For-2023-Heres-why-Its-Super-Bullish-For-ETH;"<p>The coming year is already looking bullish for Ethereum and its native token, Ether, as the next upgrade, &#8220;Shanghai,&#8221; is set to kick off in...</p></body></html>"
Binance Coin Twitter;The smart contract language market is dominated by two main languages. In this @BinanceResearch report we address:…;2022-11-16T20:00:00Z;BNB,ETHDOWN,ETHUP,BNB,BNB;0;https://cryptopanic.com/news/16916776/The-smart-contract-language-market-is-dominated-by-two-main-languages-In-this-BinanceResearch-report-we-address;
Meta Pool Twitter;RT @Stakely_io: @meta_pool, the $NEAR liquid staking protocol, is coming to Spain to present their Liquid Staking solution at the #CryptoP…;2022-11-16T19:59:49Z;META,STNEAR,NEAR;0;https://cryptopanic.com/news/16919878/RT-Stakely_io-meta_pool-the-NEAR-liquid-staking-protocol-is-coming-to-Spain-to-present-their-Liquid-Staking-solution-at-the-CryptoP;
Decrypt;Justin Bieber Paid $1.3 Million for a Bored Ape NFT. It’s Now Worth $69K;2022-11-16T19:57:05Z;ETH;-1;https://cryptopanic.com/news/16914709/Justin-Bieber-Paid-13-Million-for-a-Bored-Ape-NFT-Its-Now-Worth-69K;<p>Bored Ape Yacht Club NFTs are sinking in value this month, with the floor price now down 84% from the April peak.</p>
